ID,booking-prediction,booking-predictor-bin,guest-value,guest-value-bin
840713,77.67,12,21.1,11
309646,67.93,10,20,10
268554,61.42,9,20.19,10
853361,44.38,5,25.76,13
742764,60.03,9,21.91,11
999713,65.58,10,20.34,10
165069,90.95,15,29.42,15
167259,88.08,14,28.57,14
50352,79.02,12,24.2,12
783497,49.19,6,17.29,9
524713,87.62,14,14.28,7
137313,46.09,6,23.75,12
718002,86.04,14,11.69,6
515210,60.97,9,19.26,10
392189,64.22,9,9.16,5
313624,78.97,12,20.24,10
700483,59.29,8,12.71,6
915023,72.49,11,23.28,12
528698,88.31,14,19.36,10
636229,67.4,10,26.72,13
328997,52.42,7,28.76,14
329359,75.6,12,25.43,13
759033,72.18,11,26.11,13
675868,56.71,8,19.65,10
278205,72.63,11,33.37,17
782563,78.09,12,8.58,4
303388,68.1,10,28.76,14
815991,83.5,13,26.85,13
220783,90.26,15,20.72,10
445254,89.1,14,13.71,7
46224,79.6,12,8.01,4
715367,66.86,10,1,1
119303,66.44,10,1,1
629693,64.75,9,8.94,4
637291,87.87,14,8.62,4
879037,55.22,8,15.34,8
94465,63.65,9,15.02,8
331388,46.33,6,10.83,5
895270,68.77,10,25.84,13
416167,67.72,10,22.71,11
305596,71.78,11,27.18,14
992409,96.81,16,40.41,20
22876,20,1,16.87,8
268846,80.09,13,11.15,6
24728,72.7,11,21.17,11
231550,49.51,6,9.47,5
383964,67.53,10,25.1,13
54191,49.53,6,33.45,17
588463,61.98,9,14.97,7
945753,81.36,13,8.84,4
190045,54.2,7,9.14,5
837244,73.61,11,23.02,12
564527,76.45,12,20.95,10
546458,55.98,8,16.94,8
82530,82.62,13,21.95,11
490721,65.66,10,35.59,18
161957,76.66,12,36.35,18
50494,66.81,10,18.5,9
515243,85.42,14,16.1,8
329718,82.82,13,31.2,16
677846,50.04,7,12.82,6
689266,72.35,11,17.92,9
33102,73.87,11,16.79,8
674438,56.32,8,15.47,8
71451,64.05,9,19.74,10
783481,83.31,13,15.72,8
116764,79.87,12,21.93,11
125458,70.51,11,23.74,12
583998,83.02,13,30.76,15
934128,57.54,8,7.91,4
719131,53.26,7,33.81,17
515383,82.25,13,9.93,5
498498,57.48,8,15.77,8
565150,82.39,13,20.11,10
608602,36.33,4,23.18,12
859459,78.11,12,33.15,17
93207,66.12,10,10.34,5
89551,75.95,12,8.42,4
108181,67.81,10,18.29,9
966464,64.84,9,22.7,11
149856,50.4,7,13.16,7
651020,70.41,11,29.24,15
770705,42.24,5,5.45,3
280550,75.2,12,7.29,4
667356,85.48,14,11.57,6
47705,62.23,9,10.2,5
677502,44.57,5,11.07,6
209145,72.44,11,12.48,6
388881,56.99,8,10.11,5
396750,66.94,10,8.88,4
148167,38.06,4,23.22,12
898616,73.33,11,7.06,4
311148,71.05,11,24.13,12
88881,70.21,11,10.36,5
852805,74.17,11,30.39,15
786156,68.12,10,18.46,9
768313,63.66,9,22.53,11
723781,69.79,10,18.52,9
670283,63.77,9,13.45,7
635739,74.91,11,16.39,8
959507,61.86,9,33.18,17
157783,93.92,15,10.39,5
894064,35.49,4,32.76,16
785136,65.93,10,21.19,11
743212,69.73,10,19.34,10
294550,54.07,7,14.54,7
745849,93,15,32.81,16
735085,81.07,13,1,1
840172,55.59,8,27.67,14
458705,50.61,7,17.82,9
130191,45.01,6,5.79,3
542618,79.59,12,19.71,10
835479,61.46,9,13.66,7
847733,70.59,11,10.14,5
365983,66.65,10,15.42,8
810077,47.98,6,21.68,11
50575,69.59,10,19.07,10
57535,68.65,10,24.73,12
704472,30.62,3,15.21,8
457730,47.99,6,17.42,9
861387,85.22,14,13.67,7
406925,68.07,10,15.58,8
73783,50.28,7,10.24,5
856776,98.61,16,15.98,8
719618,80.67,13,28.73,14
710885,74.62,11,1,1
146793,89.1,14,22.24,11
44754,56.9,8,20.3,10
390967,59.45,8,30.93,15
720755,65.45,10,26.08,13
714274,87.65,14,24.46,12
326497,84.51,13,7.45,4
165125,56.63,8,19.17,10
735727,67.57,10,25.19,13
871355,71.34,11,27.3,14
365984,68.4,10,10.72,5
448323,45.04,6,1,1
74492,83.33,13,37.79,19
838104,64.26,9,21.46,11
212110,44.23,5,20.76,10
791779,56.5,8,23.34,12
632757,35,4,15.44,8
304395,65.83,10,25.77,13
773637,97.07,16,21.16,11
703894,50.22,7,25.51,13
561936,61.99,9,25.71,13
70264,70.5,11,21.16,11
219003,63.36,9,17.75,9
822485,73.56,11,10.95,5
378500,95.15,16,18.75,9
353072,75.36,12,27.86,14
606789,60.96,9,24.85,12
661152,94.42,15,30.49,15
434818,69.81,10,37.41,19
872853,67.12,10,25.06,13
140837,64.9,9,20.34,10
828968,73.82,11,27.94,14
159603,66.3,10,14.95,7
133390,63.87,9,13.87,7
169437,68.29,10,18.22,9
217232,70.61,11,18.17,9
310717,70.69,11,33.29,17
37144,80.29,13,19.62,10
339305,68.1,10,38.51,19
20757,96.17,16,13.07,7
695972,63.75,9,25.14,13
147020,72.14,11,13.7,7
562727,72.94,11,26.51,13
724214,64.78,9,7.81,4
523034,63.66,9,18.62,9
387498,62.91,9,29.38,15
732555,74.64,11,13.03,7
329882,65.35,10,19.02,10
279855,74.21,11,29.28,15
512066,59.64,8,32.91,16
915670,62.4,9,19.83,10
774660,66.66,10,6.78,3
345070,87.13,14,3.89,2
953993,52.96,7,6.95,3
892988,42.03,5,27.09,14
18857,62.29,9,19,10
43932,83.02,13,23.56,12
713096,71.97,11,20.34,10
30468,58.48,8,23.61,12
814098,65.66,10,20.86,10
988862,63.16,9,6.41,3
526475,91.14,15,8.74,4
885021,58.47,8,20.16,10
84948,94.47,15,21.09,11
866776,70.17,11,15.24,8
638542,75.18,12,31.35,16
411822,57.24,8,3.62,2
882656,79.96,12,25.61,13
496713,83.17,13,23.44,12
469800,65.71,10,19.35,10
630278,51.43,7,33.03,17
2285,80.34,13,38.32,19
253999,80,13,14.64,7
356692,97.66,16,23.16,12
645367,71.16,11,24.88,12
509980,42.67,5,10.61,5
711599,56.73,8,27.83,14
239332,62,9,17.31,9
954543,79.59,12,17.27,9
771260,65.98,10,21.29,11
900168,76.83,12,25.31,13
31106,72.15,11,11.46,6
566424,52.64,7,31.46,16
643214,66.11,10,21.9,11
964806,68.67,10,12.78,6
940088,90.62,15,29.23,15
824346,45.98,6,13.33,7
197309,67.9,10,20.22,10
326511,38.46,4,9.15,5
41571,71.47,11,24.14,12
689870,75.63,12,26.51,13
794613,55.33,8,6.72,3
715139,56.22,8,18.59,9
263890,75,12,15.44,8
385273,81.83,13,27.61,14
670536,72.3,11,27.11,14
469942,69.04,10,1,1
799557,70.35,11,26.88,13
582148,70.21,11,37.38,19
184700,50.57,7,8.09,4
499849,32,3,25.91,13
422557,72.29,11,20.32,10
890808,57.82,8,11.97,6
358508,73.1,11,30.69,15
539716,90.71,15,18.39,9
307478,83.34,13,28.22,14
352831,73.5,11,21.65,11
67232,74.8,11,16.21,8
110345,59.78,8,21.11,11
462313,78.35,12,13.7,7
169662,79.14,12,16.16,8
606022,92.08,15,18.56,9
548877,96.43,16,30.72,15
475095,84.81,13,11.56,6
997504,79.41,12,20.91,10
437344,50.75,7,5.96,3
152306,67.26,10,25.62,13
165091,59.12,8,30.88,15
604087,64.03,9,21.94,11
481376,93.17,15,18.26,9
873076,74.81,11,36.52,18
700078,70.04,11,19.23,10
180749,55.8,8,8.12,4
321439,52.41,7,25.78,13
185390,86.09,14,21.65,11
279373,72.19,11,15.6,8
185579,56.89,8,28.47,14
177181,68.95,10,20.66,10
949980,47.74,6,21.94,11
512668,76.87,12,17.34,9
531303,98,16,11.88,6
155727,52.69,7,1.79,1
422207,49.84,6,15.72,8
161466,62.31,9,7.73,4
178710,76.02,12,2.5,1
164440,64.59,9,19.63,10
661285,63.52,9,19.62,10
249165,46.79,6,10.24,5
264135,68.44,10,21.72,11
529502,43.27,5,17.96,9
984572,50.54,7,24.85,12
631338,56.91,8,21.96,11
803855,65.8,10,15.89,8
890541,69.37,10,23.49,12
41988,89.16,14,20.69,10
188554,69.88,10,24.97,12
839990,82.11,13,16.79,8
665032,49.79,6,22,11
855761,85.88,14,17.25,9
721696,51.19,7,21.65,11
125274,65.4,10,21.28,11
198077,55.92,8,35.05,18
401493,92.41,15,16.62,8
112585,80.4,13,13.5,7
870343,62.54,9,34,17
569856,80.04,13,15.21,8
874356,29.56,2,16.87,8
524021,78.38,12,23.65,12
158431,62.42,9,21.91,11
859909,69.07,10,11.01,6
702571,74.69,11,21.32,11
603463,68.51,10,9.81,5
182460,85.24,14,14.12,7
886592,62.72,9,26.55,13
356360,57.89,8,18.84,9
516593,45.5,6,23.42,12
241488,63.85,9,21.75,11
695346,60.93,9,11.44,6
779654,47.55,6,6.33,3
695001,35.38,4,36.48,18
191636,78.17,12,20.84,10
209139,58.96,8,10.56,5
806297,62.26,9,21.44,11
463015,62,9,11.4,6
290934,78.05,12,37.35,19
67352,72.45,11,21.34,11
450905,58.02,8,20.09,10
913638,73.57,11,12.99,6
399193,84.6,13,10.43,5
827633,56.38,8,21.6,11
157358,74.21,11,28.14,14
706933,70.89,11,5.57,3
578881,66.33,10,31.98,16
631760,76.8,12,23.85,12
713020,92.84,15,26.01,13
110820,82.41,13,18.97,9
609605,97.66,16,20.87,10
980781,82.67,13,20.2,10
703387,91.74,15,28.04,14
726057,71.84,11,25.43,13
506894,83.41,13,21.53,11
746013,77,12,12.99,6
8704,84.29,13,1.61,1
320026,88.07,14,13.33,7
334232,41.11,5,6.18,3
530596,77.69,12,18.37,9
238601,76.54,12,37.91,19
437018,51.4,7,21.81,11
911679,61.18,9,16.7,8
700083,63.57,9,33.83,17
68900,72.64,11,22.62,11
61443,81.23,13,29.76,15
621492,79.74,12,35.61,18
320832,60.41,9,23.9,12
108133,57.8,8,24.75,12
955162,43.58,5,7.4,4
80753,91.49,15,9.97,5
980180,83.15,13,33.11,17
13902,67.83,10,25.74,13
322036,64.92,9,8.29,4
282693,48.59,6,24.23,12
233326,59.22,8,15.64,8
99626,66.91,10,11.49,6
809072,80.93,13,27.96,14
75414,76.54,12,19.97,10
36244,56.21,8,28.69,14
81600,77.13,12,25.65,13
504927,29.91,2,15.51,8
519918,74.82,11,22.2,11
502744,45.44,6,31.66,16
48388,66.43,10,13.93,7
354068,65.49,10,21.44,11
155521,64.07,9,15.73,8
530102,57.78,8,28.35,14
457538,47.01,6,14.86,7
44358,62.1,9,28.82,14
584014,67.79,10,10.46,5
203510,82.23,13,19.42,10
304879,62.27,9,12.08,6
863681,86.42,14,18.64,9
957716,44.34,5,19.98,10
520573,85.37,14,21.37,11
824903,83.55,13,22.21,11
415015,62.22,9,17.51,9
567521,40.76,5,18.17,9
127755,73.38,11,26.35,13
210540,68.88,10,2.55,1
999159,47.78,6,27.94,14
662935,82.18,13,29.45,15
531361,88.14,14,27.67,14
770388,54.49,7,17.64,9
165901,61.83,9,23.61,12
953273,35.18,4,20.47,10
868489,50.93,7,23.24,12
429775,61.8,9,19.76,10
587679,77.53,12,30.41,15
745533,78.14,12,13.28,7
63299,67.04,10,10.6,5
621763,72.06,11,10.25,5
495914,54.91,7,19.95,10
405931,65.04,10,23.29,12
442768,50.4,7,13.62,7
97852,41.27,5,18.54,9
828905,76.25,12,26.25,13
972044,82.94,13,18.23,9
70166,66.47,10,32.41,16
204516,58.3,8,9.74,5
80213,58.31,8,23.23,12
12919,89.06,14,18.18,9
858255,57.54,8,8.28,4
156404,92.24,15,22.75,11
153020,67.4,10,18.57,9
497542,96.77,16,24.73,12
319354,64.22,9,9.44,5
479169,55.51,8,9.47,5
559400,42.16,5,27.91,14
936580,61.48,9,15.19,8
429669,69.43,10,20.36,10
556127,42.99,5,18.91,9
563257,67.94,10,9.24,5
18768,63.85,9,33.16,17
69743,50.43,7,20.1,10
670264,44.27,5,7.44,4
114073,59.01,8,25.04,13
296889,71.69,11,22.88,11
572588,53.63,7,8.35,4
22103,71.81,11,37,19
177960,61.09,9,22.37,11
852329,78.38,12,24.11,12
30909,65.86,10,19.96,10
35012,58.69,8,21.16,11
228150,70.83,11,35.81,18
217434,76.73,12,19.4,10
779327,78.76,12,27.13,14
910186,36.14,4,28.84,14
100236,40.98,5,17.35,9
852766,76.7,12,18.17,9
15261,53.69,7,26.42,13
785513,72.39,11,8.92,4
878663,69.31,10,34.32,17
309845,44.08,5,9.61,5
848584,73.42,11,6.73,3
892884,49.43,6,10.6,5
755593,74.02,11,23.18,12
978810,49.29,6,19.61,10
820352,71.21,11,20.45,10
86868,72,11,21.82,11
576929,83.8,13,7.7,4
737057,60.2,9,24.06,12
122427,41.01,5,26.3,13
593599,90,15,17.35,9
925187,46.45,6,30.58,15
931466,67.43,10,18.32,9
863611,87.61,14,20.47,10
538913,38.89,4,37.22,19
434628,61.4,9,21.15,11
144385,66.13,10,13.65,7
164438,71.13,11,39.05,20
500064,58.87,8,30.81,15
532741,79.47,12,22.35,11
768213,69.57,10,23.87,12
962667,61.02,9,18.12,9
441201,88.33,14,20.22,10
512223,92.87,15,30.55,15
363075,63.13,9,15.46,8
648658,65.34,10,14.07,7
872786,64.23,9,12.93,6
464313,62.14,9,25.33,13
470078,74.67,11,9.92,5
572024,58.72,8,29.4,15
105966,60.82,9,23.66,12
918517,88.03,14,34.38,17
159776,55.74,8,22.25,11
778161,65.85,10,14.75,7
741677,91.43,15,14.86,7
363239,79.63,12,19.15,10
982176,69.2,10,27.38,14
812603,84.28,13,9.74,5
607123,86.44,14,30.35,15
900584,62.04,9,23.78,12
321190,82.8,13,6.18,3
986265,97.4,16,18.39,9
241588,47.31,6,2.21,1
64342,88.76,14,23.18,12
692075,51.81,7,16.02,8
519170,67.41,10,27.68,14
747048,81.26,13,21.36,11
313787,77.64,12,27.95,14
556259,72.85,11,22.27,11
958320,89.23,14,12.93,6
456279,79.23,12,20.89,10
622438,76.36,12,15.47,8
996132,57.28,8,11.92,6
757088,70.44,11,13.79,7
697204,82.83,13,20.06,10
818832,72.22,11,16.37,8
23146,69.78,10,3.01,2
295760,61.55,9,26.27,13
824549,71.1,11,11.14,6
489902,79.82,12,3.72,2
892284,68.25,10,9.8,5
842150,70.04,11,18.84,9
969150,38.65,4,4.31,2
645738,54.71,7,8.63,4
918324,65.03,10,16.96,8
331697,62.2,9,17.14,9
912344,70.82,11,17.64,9
599571,62.66,9,16.74,8
785249,84.62,13,22.89,11
985702,72.26,11,8.32,4
64396,81.86,13,26.8,13
503709,65.35,10,16.03,8
967469,48.46,6,15.09,8
171829,77.32,12,17.51,9
525073,76.28,12,17.29,9
161905,41.06,5,19.73,10
206602,64.07,9,16.96,8
753331,41.2,5,17.21,9
47369,68.55,10,19.12,10
444840,70.51,11,14.93,7
618552,32.35,3,24.26,12
191430,94.78,15,9.25,5
226852,90.29,15,10.16,5
534628,59.58,8,23.47,12
777130,58.02,8,16.26,8
272627,64.34,9,5.97,3
163747,88.31,14,36.71,18
302207,69.48,10,13.3,7
850877,26,2,24.8,12
99535,60.46,9,21.24,11
213627,91.5,15,21.47,11
309749,63.33,9,22.9,11
924626,86.26,14,28.19,14
835457,62.02,9,22.64,11
817887,75.6,12,20.68,10
874673,84.49,13,15.88,8
454978,49.51,6,24.95,12
828878,82.4,13,13.64,7
337370,78.41,12,23.93,12
271581,91.56,15,18.02,9
913620,50.06,7,26.6,13
25461,70.21,11,24.98,12
92054,44.31,5,17.16,9
247261,54.05,7,12.8,6
772066,59.11,8,40.17,20
552998,66.1,10,25.18,13
342031,84.79,13,11.78,6
591511,86,14,19.63,10
959447,72.11,11,12.91,6
914299,73.67,11,19.58,10
844402,67.24,10,20.74,10
623987,63.23,9,26.34,13
5129,88.56,14,23.31,12
123876,62.84,9,11.81,6
186247,58.42,8,3.6,2
831291,59.73,8,35.93,18
876930,80.74,13,24.65,12
693790,40.11,5,16.77,8
307809,85.38,14,32.05,16
341631,95.36,16,11.15,6
453997,98.65,16,27.89,14
455517,80.44,13,1,1
605709,80.3,13,9.06,5
468113,54.33,7,18.08,9
89235,54.04,7,21.59,11
692791,62.13,9,27.37,14
379916,70.59,11,29.06,15
285956,93.37,15,3.57,2
46619,78.49,12,21.11,11
970716,60.82,9,18.43,9
62900,61.79,9,16.73,8
675179,93.36,15,23.26,12
560107,85.87,14,22.49,11
638176,64.04,9,20.98,10
357386,48.18,6,16.25,8
206955,45.95,6,22.23,11
19244,77.99,12,9.06,5
564051,69.36,10,12.76,6
943628,40.76,5,32.05,16
198359,70.74,11,28.26,14
504215,50.34,7,12.37,6
721717,74.12,11,20.35,10
406188,77.8,12,26.32,13
289609,59.18,8,11.04,6
80565,67.12,10,20.94,10
447839,88.02,14,20.64,10
374379,81.82,13,16.91,8
997739,28.47,2,28.63,14
446133,64.57,9,18.3,9
342039,65.99,10,18.68,9
162445,56.41,8,26.84,13
968919,71.22,11,20.68,10
633858,71,11,28.66,14
962909,65.02,10,34.15,17
246875,55.91,8,28.3,14
287044,93.94,15,24.71,12
869389,69.06,10,3.47,2
132082,66.09,10,16.12,8
921196,60.11,9,17.07,9
596846,67.72,10,37.11,19
977987,70.89,11,24.06,12
395317,72.51,11,17.8,9
139543,56.46,8,15.88,8
848556,75.91,12,24.79,12
733657,74.6,11,21.88,11
593751,53.44,7,14.97,7
141110,74.67,11,24.05,12
896284,94.24,15,29.08,15
14267,81.33,13,11.86,6
518375,70.84,11,20.18,10
736367,87.46,14,21.02,11
327362,63.25,9,24.5,12
115899,40.66,5,19.39,10
397021,31,3,20.74,10
334634,55.52,8,17.75,9
786406,77.06,12,16.54,8
979212,82.19,13,18.35,9
773123,86.51,14,29.96,15
112342,56.2,8,9.11,5
500915,55.67,8,21.18,11
514837,36.21,4,16.2,8
234545,71.53,11,32.81,16
637716,74.73,11,23,12
552267,68.96,10,24.16,12
618085,78.44,12,16.88,8
506926,86.04,14,29.69,15
952749,69.25,10,16.35,8
596894,63.21,9,16.67,8
870419,64.39,9,15.5,8
790992,63.22,9,16.27,8
655029,63.18,9,16.82,8
425369,58.28,8,20.08,10
330208,57.12,8,24.94,12
585086,65.77,10,16.15,8
93359,69.46,10,15.79,8
912066,74.18,11,20.53,10
235335,60.47,9,15.17,8
776032,45.62,6,19.03,10
260291,59.58,8,21.27,11
12527,85.16,14,11.23,6
983541,69.21,10,22.41,11
109638,35.88,4,20.85,10
751215,87.31,14,16.08,8
892670,69.19,10,16.75,8
770128,90.6,15,29.53,15
404764,59.7,8,14.04,7
443703,51.37,7,21.59,11
979900,44.43,5,1.65,1
926862,74.89,11,24.98,12
873966,71.63,11,10.63,5
985314,97.87,16,13.03,7
864785,68.8,10,22.97,11
512526,69.73,10,14.01,7
962683,84.28,13,20.97,10
344530,73.14,11,14.74,7
635268,77.88,12,31.25,16
275366,60.54,9,12.3,6
522768,36.22,4,12.79,6
496272,86.98,14,9.15,5
503999,59.14,8,10.68,5
677654,54.52,7,15.57,8
583968,89.42,14,26.95,13
622979,49.65,6,33.02,17
773080,74.35,11,8.78,4
983370,64.81,9,24.27,12
981312,59.81,8,10.64,5
592898,38.49,4,11.76,6
56425,72.04,11,7.17,4
39566,57.5,8,30.24,15
292598,79.65,12,17.72,9
741959,53.45,7,25.71,13
267521,70.3,11,21.21,11
227165,60.13,9,29.09,15
993197,66.75,10,26.42,13
280655,57.52,8,31.53,16
658342,93.84,15,14.91,7
429862,50.83,7,16.25,8
182511,53.58,7,37.41,19
18449,76.32,12,25.15,13
794353,65.03,10,5.84,3
601762,93.79,15,28.1,14
147065,90.79,15,20.13,10
771155,56.5,8,15.4,8
10567,74.66,11,15.78,8
473301,49.95,6,17.04,9
15717,82.97,13,24.22,12
593278,61.83,9,31.49,16
143040,93.35,15,19.34,10
576540,75,12,17.93,9
12133,74.53,11,13.25,7
381092,69.25,10,20.28,10
596835,53.58,7,24.16,12
827366,63.89,9,25.92,13
726161,77.12,12,30.53,15
23197,41.68,5,37.61,19
236904,39.77,4,18.66,9
156900,66.75,10,14.41,7
666407,40.21,5,24.53,12
400844,57.06,8,25.12,13
771128,98.45,16,13.52,7
187708,88.24,14,2.03,1
688511,61.29,9,16.9,8
986443,78.63,12,16.32,8
949171,44.91,5,25.67,13
541078,51,7,24.08,12
316687,76.02,12,23.31,12
108601,80.03,13,40.5,20
26137,55.05,8,40.1,20
904742,80.5,13,22.77,11
368030,48.74,6,20,10
749251,61.34,9,19.01,10
893836,70.03,11,14.85,7
455799,42.01,5,14.8,7
659807,87.12,14,20.39,10
569530,72.73,11,19.49,10
267164,68.29,10,8.9,4
150337,61.23,9,8.46,4
372631,86.74,14,21.83,11
554028,88.71,14,16.25,8
765129,59.81,8,21.08,11
67534,61.97,9,27.22,14
432964,65.1,10,20.6,10
733421,80.21,13,34.3,17
331840,66.44,10,18.93,9
364266,48.33,6,25.57,13
445560,42.8,5,10.03,5
276205,75.14,12,8.73,4
443939,45.34,6,30.85,15
179362,79.05,12,15.23,8
838083,38.03,4,20.17,10
711414,72.79,11,14.96,7
444006,69.56,10,26.21,13
174881,84.09,13,34.59,17
78225,67.58,10,17.26,9
324059,90.16,15,23.81,12
991559,84.66,13,20.52,10
905614,69.15,10,19.66,10
670723,75.61,12,9.91,5
412486,98.88,16,24.91,12
699678,92.56,15,23.47,12
983732,46.8,6,21.4,11
85515,82.41,13,16.93,8
832371,63.01,9,14.98,7
96680,65.39,10,18.87,9
436095,56.76,8,33.92,17
419519,69.6,10,13.87,7
894279,59.44,8,12.11,6
198897,65.76,10,23.99,12
298424,67.55,10,21.58,11
811591,64.74,9,27.76,14
655612,40.16,5,30.41,15
383303,79.49,12,17.22,9
731796,63.51,9,34.82,17
484812,81.28,13,13.01,7
837525,77.11,12,1,1
244158,74.68,11,19.95,10
761314,69.57,10,25.62,13
323067,66.55,10,27.51,14
62868,60.68,9,27.11,14
724269,97.36,16,12.36,6
622198,84.52,13,33.45,17
64900,67.99,10,16.02,8
387629,54.05,7,7.35,4
14421,89.1,14,32.76,16
881845,67.78,10,21.05,11
657163,77.19,12,12.38,6
692369,96.92,16,19.51,10
5127,73.37,11,16.32,8
320581,59.96,8,24.71,12
96675,61.15,9,21,11
922749,50.69,7,17.86,9
229938,89.08,14,14.23,7
730126,57.57,8,18.03,9
656991,88.08,14,16.52,8
926181,54.01,7,41.88,20
468272,57.2,8,17.68,9
883389,54.6,7,18.13,9
799851,45.72,6,29.69,15
861745,86.15,14,9.06,5
874292,67.91,10,24.84,12
404062,86.54,14,12.5,6
414567,29.41,2,8.27,4
565357,61.82,9,24.24,12
380872,90.89,15,20.93,10
15836,52.3,7,12.13,6
888202,77.08,12,2.99,1
369732,59.91,8,12.14,6
302500,56.5,8,22.9,11
651572,68.77,10,38.07,19
944062,78.42,12,22.43,11
672959,46.02,6,24.95,12
587103,63,9,18.82,9
740194,93.39,15,21.91,11
106951,86.23,14,10.34,5
493978,77.84,12,32.44,16
927561,76.95,12,26.49,13
444969,71.21,11,14.24,7
373555,32.07,3,11.33,6
269168,76.52,12,10.64,5
96689,87.69,14,17.76,9
363608,85.59,14,8.43,4
681219,96.97,16,9.21,5
383863,80.94,13,10.78,5
111645,82.48,13,23.31,12
931217,69.96,10,18.86,9
313815,64.41,9,31.34,16
154691,82.87,13,21.32,11
294037,70.47,11,23.21,12
552047,74.6,11,29.02,15
387521,35.56,4,9.58,5
580372,85.16,14,16.9,8
54299,77.88,12,14.86,7
398603,65.72,10,22.65,11
445944,72.31,11,9.88,5
675546,71.42,11,24.17,12
629297,80.44,13,40.52,20
49990,56.18,8,6.45,3
418473,53.9,7,11.59,6
671379,64.28,9,21.51,11
483862,68.86,10,18.3,9
844805,47.01,6,20.94,10
66049,73.05,11,22.76,11
8930,69.53,10,34.78,17
133135,47.02,6,24.61,12
786372,76.03,12,26.07,13
199583,67.51,10,14.24,7
804776,81.8,13,15.17,8
18667,96,16,12.82,6
906566,81.45,13,16.73,8
363741,62.83,9,26.39,13
702039,51.51,7,18.27,9
749194,52.6,7,9.91,5
404311,80.68,13,16.57,8
702401,41.01,5,18.9,9
674349,58.49,8,33.71,17
244008,76.26,12,20.37,10
146435,75.5,12,20.94,10
575399,63.34,9,20.34,10
236690,70.49,11,20.76,10
462111,76.22,12,17.36,9
483601,77.7,12,17.41,9
119574,46.48,6,22.91,11
645444,83.54,13,7.5,4
401682,63.61,9,19.4,10
877059,68.16,10,44.85,20
661393,45.74,6,15.38,8
628568,84.01,13,20.98,10
515953,69.78,10,20.6,10
376708,88.29,14,22.23,11
757472,45.93,6,15.37,8
267172,95.52,16,28.21,14
211414,65.39,10,1,1
532972,42.71,5,3.12,2
942524,52.42,7,12.82,6
297087,75.48,12,13.2,7
365701,70.37,11,32.45,16
74070,72.18,11,10.62,5
867626,91.92,15,20.78,10
385450,61,9,14.27,7
846363,69.48,10,20.75,10
324531,80.19,13,16.73,8
171685,91.19,15,32.35,16
74291,44.67,5,17.66,9
733577,92.8,15,22.51,11
428501,53.61,7,20.27,10
247470,54.11,7,28.8,14
965656,57.8,8,16.43,8
448136,58.91,8,26.56,13
275746,50.86,7,30.99,15
296477,70.29,11,18.51,9
880097,73.37,11,12.82,6
643825,79.9,12,21.37,11
823871,59.04,8,20.4,10
302491,69.37,10,19.48,10
728632,64.01,9,2.86,1
545251,66.69,10,11.62,6
85407,35.46,4,1,1
607199,67.55,10,12.77,6
300141,65.7,10,21.75,11
600065,62.81,9,40.68,20
307411,66,10,19.25,10
597632,80,13,11.09,6
247800,55.27,8,23.41,12
963178,68.63,10,5.86,3
128362,58.13,8,11.93,6
349241,59.4,8,12.91,6
477408,72.88,11,27.78,14
640423,75.38,12,3.95,2
917,86.16,14,18.28,9
443949,47.75,6,18.09,9
15701,50.93,7,9.44,5
452413,85.09,14,40.63,20
786387,73.75,11,10.36,5
710471,71.14,11,7.28,4
852797,68.67,10,20,10
195027,63.35,9,1,1
911161,79.75,12,22.32,11
677634,65.15,10,15.97,8
707190,73.76,11,20.36,10
528150,77.74,12,29.01,15
703019,27.78,2,22,11
11216,57.39,8,21.7,11
142167,74.23,11,23.92,12
399154,74.21,11,5.58,3
549718,53.42,7,26.6,13
796002,85.84,14,11.16,6
123111,87.95,14,27.33,14
152020,92.18,15,12.56,6
860965,67.28,10,10.73,5
364281,58.84,8,26.86,13
32481,70.15,11,27.31,14
866205,25.39,2,22.92,11
625555,46,6,13.65,7
974976,87.41,14,29.76,15
762791,49.71,6,16.34,8
794645,56.21,8,19.2,10
261913,62.99,9,6.24,3
17760,57.39,8,26.61,13
848555,67.85,10,6.66,3
699832,54.02,7,12.84,6
680095,62.96,9,18.45,9
566576,45.36,6,5.46,3
748395,72.58,11,20.11,10
754324,57.09,8,23.78,12
25381,43.13,5,28.7,14
166405,89.63,14,1.52,1
265172,39,4,19.56,10
337143,72.83,11,5.11,3
813726,57.81,8,3.82,2
63611,77.52,12,6.45,3
410730,57.51,8,21.93,11
271246,71.91,11,12.36,6
677082,53.05,7,26.4,13
44540,87.09,14,8.53,4
142003,89.62,14,22.66,11
976695,50.72,7,11.1,6
546492,66.5,10,16.74,8
862267,84.41,13,13.9,7
38984,49.03,6,23.87,12
981073,64.89,9,8.53,4
248660,70.29,11,12.11,6
649804,63.66,9,20.69,10
602207,71.89,11,13.97,7
914740,46.27,6,9.72,5
447992,71.41,11,17.06,9
55109,53.84,7,34.76,17
26719,87.71,14,12.95,6
706887,48.74,6,13.89,7
303725,88.33,14,7.19,4
859858,73.9,11,12.4,6
295634,57.48,8,14.01,7
489983,37.11,4,23.64,12
78224,96.38,16,23.75,12
663807,52,7,14.64,7
204704,46.54,6,21.18,11
464690,52.74,7,22.8,11
128698,74.05,11,17.77,9
270537,75.83,12,9.17,5
473044,41.22,5,15.06,8
690937,80.11,13,24.49,12
112953,90.84,15,28.7,14
659305,73.34,11,19.45,10
